Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016099-MVA	S700016504-MVA	S700016604-MVA	S700021930-MVA	S700023100-MVA	S700023202-MVA	S700023281-MVA	S700023434-MVA	S700023491-MVA	S700023668-MVA	S700023802-MVA	S700023859-MVA	S700023916-MVA	S700024001-MVA	S700024078-MVA	S700024161-MVA	S700024268-MVA	S700024393-MVA	S700024766-MVA	S700024843-MVA	S700024880-MVA	S700032284-MVA	S700032378-MVA	S700032474-MVA	S700032675-MVA	S700033041-MVA	S700033193-MVA	S700033498-MVA	S700033789-MVA	S700034228-MVA	S700034294-MVA	S700034834-MVA	S700035697-MVA	S700035993-MVA	S700037175-MVA	S700037234-MVA	S700037337-MVA	S700037714-MVA	S700037848-MVA	S700037981-MVA	S700038318-MVA	S700038736-MVA	S700038795-MVA	S700095275-MVA	S700095709-MVA	S700097353-MVA	S700097750-MVA	S700097899-MVA	S700098329-MVA	S700098421-MVA	S700098661-MVA	S700098994-MVA	S700099121-MVA	S700099350-MVA	S700099948-MVA	S700100289-MVA	S700100536-MVA	S700101220-MVA	S700101286-MVA	S700101577-MVA	S700102647-MVA	S700103303-MVA	S700103513-MVA	S700103706-MVA	S700105063-MVA	S700105120-MVA	S700105177-MVA	S700105234-MVA	S700105451-MVA	S700105644-MVA	S700105719-MVA	S700105794-MVA	S700105996-MVA	S700106052-MVA	S700106089-MVA	S700106120-MVA	S700106146-MVA	S700106518-MVA	S700106575-MVA	S700106910-MVA	S700107437-MVA	S700108157-MVA	S700108280-MVA	S700108403-MVA	S700108592-MVA	S700108658-MVA	S700109683-MVA	S700109983-MVA	S700110151-MVA	S700110808-MVA	S700111218-MVA	S700111636-MVA	S700111807-MVA	S700113209-MVA	S700113537-MVA	S700113576-MVA	S700113854-MVA	S700113911-MVA	S700113968-MVA	S700113995-MVA	S700114159-MVA	S700114232-MVA	S700114301-MVA	S700114456-MVA	S700114592-MVA	S700114649-MVA	S700114935-MVA	S700116110-MVA	S700116215-MVA	S700116340-MVA	S700116445-MVA	S700116482-MVA	S700116655-MVA	S700116712-MVA	S700116961-MVA	S700116996-MVA	S700117149-MVA	S700117228-MVA	S700117639-MVA	S700117696-MVA	S700117751-MVA	S700117810-MVA	S700117952-MVA	S700119104-MVA	S700119492-MVA	S700119624-MVA	S700120049-MVA	S700121052-MVA	S700121701-MVA	S700123624-MVA	S700161054-MVA	S700161111-MVA	S700161216-MVA	S700161508-MVA	S700161683-MVA	S700161738-MVA	S700161852-MVA	S700161959-MVA	S700163044-MVA	S700163215-MVA	S700163272-MVA	S700163588-MVA	S700163713-MVA	S700163768-MVA	S700163865-MVA	S700163922-MVA	S700163977-MVA	S700164084-MVA	S700164139-MVA	S700164226-MVA	S700164283-MVA	S700164552-MVA	S700164607-MVA	S700164646-MVA	S700164769-MVA	S700164826-MVA	S700164866-MVA	S700165201-MVA	S700165489-MVA	S700165909-MVA	S700165966-MVA	S700166087-MVA	S700166837-MVA	S700167977-MVA	S700171149-MVA	S700171224-MVA	S700171761-MVA	S700171836-MVA	S700171893-MVA	S700171989-MVA	S700172064-MVA	S700172333-MVA	S700172475-MVA	S700172552-MVA	S700172760-MVA	S700172867-MVA	S700173173-MVA	S700173431-MVA	S700173681-MVA	S700173930-MVA	S700173965-MVA	S700175120-MVA	S700175205-MVA
Bacteria;Pseudomonadota;Betaproteobacteria	class				0.0	0.079	0.0	0.0	0.0	0.044	0.028	0.0	0.0	0.147	0.055	0.0	0.0	0.0	0.012	0.022	0.022	0.0	0.218	0.049	0.0	0.011	0.0	0.0	0.0	0.0	0.171	4.918	3.293	0.0	0.0	0.659	0.0	0.148	0.118	0.0	0.0	0.028	0.0	0.016	0.0	0.006	0.0	1.03	45.506	0.09	0.0	2.829	0.0	0.0	0.405	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.498	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.277	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.197	0.0	0.0	0.0	9.985	0.0	0.0	0.584	0.0	0.0	0.0	0.0	1.128	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.021	0.015	0.0	0.0	0.0	6.088	0.0	0.06	0.326	0.0	0.0	0.014	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				0.765	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.0	0.0	0.0	0.03	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.023	0.034	0.0	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.009	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.02	0.0	0.009	0.0	0.0	0.018	0.0	0.0	0.0	0.027	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.876	0.0	0.0	0.0	0.0	0.039	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.0	0.021	0.0	0.0	0.0	0.021	0.231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria	class				0.0	0.047	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.675	0.097	0.0	0.0	0.568	0.514	0.0	0.022	0.088	0.204	0.066	0.0	0.022	0.0	0.0	0.0	0.0	0.256	1.203	0.987	0.0	0.0	0.462	0.0	0.0	0.068	0.0	0.0	0.028	0.084	0.11	0.015	0.0	0.0	0.195	5.084	0.056	0.0	0.2	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.013	0.0	0.0	0.0	0.0	0.02	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.065	0.0	0.011	0.51	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555	0.0	0.0	0.425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.105	0.0	0.0	0.0	7.317	0.0	0.0	3.096	0.0	0.0	0.0	0.0	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.186	0.0	0.0	0.085	0.0	0.0	0.014	0.0	0.0
Bacteria;Synergistota;Synergistia	class				0.87	0.0	0.0	0.0	0.0	0.0	0.195	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes	class				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.811	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales	order				0.278	0.0	30.672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.17	0.0	0.0	0.0	0.0	0.0	4.948	0.376	0.054	2.905	5.681	0.0	0.154	0.0	0.0	35.362	0.163	2.296	0.0	14.59	0.0	0.124	0.0	0.0	0.336	0.182	45.335	0.0	0.0	25.832	0.757	0.0	0.0	0.023	1.913	10.927	0.099	3.457	0.0	0.011	6.964	0.027	65.881	0.0	6.666	0.0	0.0	0.197	0.0	0.0	0.0	20.229	2.726	0.0	0.0	0.0	0.0	0.0	0.0	5.971	0.036	0.0	0.0	0.0	0.089	0.256	0.019	24.06	0.0	0.29	3.037	2.947	96.709	0.0	0.0	2.54	0.0	0.0	0.0	55.02	0.0	0.108	0.0	0.0	0.0	0.49	0.0	0.0	21.735	0.0	9.585	0.0	0.025	0.0	0.0	0.026	0.0	0.353	0.364	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	22.737	0.0	0.0	0.0	0.0	0.0	0.042	0.046	0.0	0.0	0.0	0.138	0.0	34.819	0.0	0.0	45.513	0.0	0.0	0.0	4.545	0.272	0.0	0.0	0.0	0.278	0.0	0.0	2.328	0.0	0.0	0.196	33.409	28.076	0.012	0.011	0.386	0.0	0.0	14.014	4.157	0.0	0.0	0.0	0.0	0.0	0.0	4.346	0.0	0.0	0.0	0.085	2.179	0.0	0.0	4.067	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales	order				0.104	0.016	0.0	0.017	0.523	0.03	5.729	0.017	0.015	3.201	0.443	0.0	0.02	0.963	0.096	0.412	0.201	0.088	0.306	0.049	0.042	0.0	0.0	0.028	0.029	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.214	0.028	0.067	0.533	0.17	0.018	0.0	0.043	0.227	0.0	0.0	0.0	0.0	0.233	0.0	0.042	5.05	0.0	0.0	0.0	0.182	0.014	0.0	0.221	0.107	0.016	0.167	0.014	0.0	0.223	0.028	0.086	0.015	0.012	0.0	0.081	0.053	0.633	0.0	0.019	0.0	0.463	0.0	0.0	0.0	0.0	0.018	0.011	0.0	0.038	0.0	0.0	0.06	0.046	0.0	0.014	0.0	0.048	0.166	0.0	0.018	0.0	0.014	0.0	0.215	0.183	0.0	0.0	1.216	1.546	0.618	1.025	0.0	0.0	0.0	0.019	0.0	0.0	0.669	0.0	0.0	0.146	0.0	0.016	0.0	0.028	0.065	0.0	0.0	0.0	0.0	0.0	0.168	0.237	0.0	0.0	0.0	2.683	0.277	0.0	0.764	0.046	0.043	0.114	0.04	0.582	0.714	0.093	0.0	0.067	0.0	0.0	1.391	0.0	0.0	0.0	3.316	0.237	0.0	0.088	0.365	0.033	0.949	0.029	0.037	0.003	0.0	0.0	0.236	0.055	1.127	0.058	0.0	0.0	0.0	0.143	0.228	0.0	0.431	0.0	0.301	0.014	0.0	0.0	0.014	0.014	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales	order				0.139	0.016	0.0	0.017	0.028	0.0	0.0	0.017	0.0	0.147	0.014	0.0	0.02	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.083	0.0	0.092	0.017	0.0	0.033	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.015	0.018	0.026	0.0	0.068	0.0	0.0	0.029	0.0	0.039	0.0	0.014	0.164	0.0	0.008	0.199	0.036	0.042	0.0	0.133	0.0	0.0	0.0	0.014	0.0	0.0	0.014	0.037	0.0	0.012	0.056	0.061	0.0	0.025	0.067	0.019	0.071	0.0	0.0	0.009	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.01	0.062	0.0	0.0	0.0	0.024	0.078	0.0	0.0	0.03	0.014	0.0	0.0	0.0	0.0	0.022	86.894	0.013	2.53	0.315	0.119	0.0	0.0	0.006	0.0	0.057	0.335	0.0	0.0	0.01	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.021	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.042	0.046	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.075	0.06	0.0	0.039	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales	order				0.974	0.0	21.971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.811	0.0	0.0	0.0	0.0	0.0	0.0	0.561	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	3.016	0.0	0.0	1.514	0.155	0.0	0.0	0.0	0.0	19.764	0.0	0.655	0.0	0.0	0.0	0.0	0.0	0.0	0.392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.736	0.0	0.0	0.0	0.0	0.0	0.0	0.038	30.547	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.143	0.0	0.0	0.0	0.0	0.0	0.0	14.032	0.058	0.0	0.0	0.0	0.0	0.0	0.0	4.013	0.0	0.0	0.196	0.0	28.718	0.0	0.0	0.0	0.0	0.0	12.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.257	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	order				0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.052	0.0	0.147	0.0	0.135	0.0	0.222	0.0	0.022	0.0	0.0	0.0	0.082	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.037	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.865	0.0	0.0	0.0	0.0	0.0	0.575	0.0	0.416	0.0	0.0	0.252	0.213	1.678	0.0	0.444	0.106	0.767	27.927	0.0	0.0	0.011	0.122	0.0	10.505	0.0	0.196	0.0	0.95	0.0	0.0	0.0	0.012	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.04	0.0	0.082	0.0	0.0	0.0	0.022	0.039	0.038	0.0	0.0	0.13	0.0	0.0	0.057	0.055	0.0	0.322	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.947	7.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.293	0.047	0.0	0.489	0.0	0.0	0.032	0.0	1.322	0.185	0.166	0.0	0.0	0.138	0.0	0.229	0.0	0.0	0.0	1.505	0.0	0.0	1.396	0.0	0.0	0.0	0.0	0.227	0.648	0.0	0.0	0.029	0.017	0.0	0.0	4.082	0.0	0.201	0.064	0.0	0.098	0.018	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.018	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales	order				87.961	99.811	9.061	99.966	99.13	99.793	80.895	99.495	98.265	94.567	99.072	98.875	99.008	88.568	98.423	99.089	98.681	99.222	96.725	74.463	99.332	99.955	99.933	99.834	99.942	94.758	99.18	93.181	90.765	0.897	99.763	98.681	99.517	99.585	63.201	99.309	95.367	94.018	84.188	95.015	98.948	99.896	99.868	97.051	41.534	9.105	98.675	96.314	69.787	95.498	96.508	98.264	75.754	97.104	1.314	71.02	95.251	99.944	99.755	90.19	97.672	18.189	99.21	90.408	99.894	91.117	99.452	99.375	99.82	99.191	74.944	96.705	99.132	97.847	99.645	99.834	99.881	98.087	35.14	97.438	99.897	99.984	97.87	82.851	99.626	99.485	26.367	99.982	98.858	96.501	96.46	0.0	99.891	99.453	91.004	99.486	98.865	99.97	43.058	99.984	64.842	96.697	99.824	99.701	7.083	92.414	19.056	73.202	99.881	2.165	99.455	97.588	100.0	93.442	86.895	99.986	99.293	93.866	99.94	98.911	99.917	98.104	97.933	99.934	97.921	99.171	10.949	98.118	98.174	99.73	99.675	97.191	96.231	90.564	99.114	98.119	97.452	98.941	99.656	19.962	99.395	96.509	53.739	96.666	100.0	99.899	6.545	99.125	85.741	99.941	100.0	98.864	73.552	97.364	18.229	93.166	99.453	99.086	65.506	7.308	98.165	99.679	99.227	99.698	99.252	54.57	94.691	99.783	99.981	99.873	99.381	99.809	99.573	94.164	86.783	99.716	95.72	99.405	96.19	99.225	99.392	2.305	99.924
Bacteria;Bacillota;Clostridia;Eubacteriales	order				2.192	0.0	0.821	0.0	0.176	0.104	1.112	0.279	0.0	0.91	0.125	0.315	0.02	0.988	0.0	0.0	0.067	0.0	0.0	0.164	0.125	0.0	0.067	0.028	0.029	0.092	0.0	0.032	0.033	0.28	0.14	0.0	0.022	0.059	0.034	0.0	0.2	0.496	0.05	0.0	0.062	0.037	0.0	0.152	0.34	0.979	0.0	0.429	0.436	0.33	1.003	0.042	3.811	0.664	3.96	0.716	0.2	0.0	0.0	0.233	0.615	1.797	0.091	0.49	0.007	1.061	0.042	0.098	0.015	0.058	0.526	0.041	0.013	0.76	0.0	0.058	0.0	0.222	27.501	0.164	0.03	0.016	0.159	6.321	0.039	0.248	0.136	0.0	0.391	0.015	0.0	0.115	0.014	0.119	0.244	0.0	0.177	0.0	1.15	0.0	1.291	0.157	0.044	0.011	0.039	4.206	76.785	1.025	0.0	68.887	0.0	0.006	0.0	3.666	3.399	0.0	0.05	0.0	0.0	0.0	0.036	0.0	0.022	0.05	0.015	0.016	1.038	0.147	0.21	0.034	0.114	0.0	1.301	0.324	0.166	0.0	0.0	0.184	0.215	0.076	0.0	0.145	0.034	1.644	0.0	0.034	27.989	0.0	0.05	0.02	0.0	0.101	0.267	0.026	59.681	0.058	0.149	0.0	0.09	0.0	0.124	0.001	0.193	0.071	0.098	2.62	0.0	0.0	0.019	0.0	0.0	0.0	0.142	0.0	0.0	0.075	0.0	0.057	0.065	0.053	0.0	45.309	0.015
Bacteria;Bacillota;Negativicutes;Selenomonadales	order				0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.035	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.412	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales	order				0.383	0.0	10.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	4.429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.584	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.143	0.0	0.0	0.0	0.0	0.0	0.0	4.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74	0.0	0.0	0.0	0.0	8.122	0.0	0.0	0.0	0.0	0.0	7.474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.87	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales	order				0.0	0.0	3.208	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales	order				0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.014	0.0	0.0	0.247	0.048	0.0	0.0	0.018	0.073	0.016	0.014	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.027	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.112	0.028	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.039	0.0	0.011	1.746	0.013	0.45	0.016	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.052	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0
